,title,authors,average_rating,language_code
2622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,4.21,eng
2623,Dandelion Wine,Ray Bradbury,4.09,eng
2624,The Homecoming,Ray Bradbury/Dave McKean,4.08,eng
2625,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,eng
2626,Switch on the Night,Ray Bradbury/Leo Dillon/Diane Dillon,4.13,eng
2627,The Best of Ray Bradbury,Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola,4.07,eng
2628,The Bradbury Chronicles: The Life of Ray Bradbury,Sam Weller,4.24,eng
2629,The Cat's Pajamas,Ray Bradbury,3.73,eng
2630,Essays,George Orwell/John Carey,4.33,eng
2631,Why I Write,George Orwell,4.03,eng
2632,Homage to Catalonia,George Orwell/Lionel Trilling,4.14,eng
2633,Keep the Aspidistra Flying,George Orwell,3.88,eng
2634,The Orwell Reader: Fiction  Essays  and Reportage,George Orwell/Richard H. Rovere,4.38,eng
2635,If on a Winter's Night a Traveler,Italo Calvino/William Weaver/Peter Washington,4.05,eng
2636,Parachutes & Kisses,Erica Jong,3.46,eng
2637,Fear of Fifty: A Midlife Memoir,Erica Jong,3.55,eng
2638,How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,eng
2639,Any Woman's Blues,Erica Jong,3.51,eng
2640,What Do Women Want?: Essays by Erica Jong,Erica Jong,3.69,eng
2641,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,eng
2642,Serenissima aka Shylock's Daughter,Erica Jong,3.29,eng
2643,Dogeaters,Jessica Hagedorn,3.59,eng
2644,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,eng
2645,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,3.91,eng
2646,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,spa
2647,Gabriel Garcia Marquez's Love in the Time of Cholera: A Reader's Guide,Thomas Fahy,4.24,eng
2648,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,eng
2649,Obasan,Joy Kogawa,3.64,eng
2650,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,eng
2651,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,eng
2652,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.75,eng
2653,Mao: The Unknown Story,Jung Chang/Jon Halliday,3.83,eng
2654,The Art of War,Mao Zedong,4.2,eng
2655,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.18,eng
2656,Wild Swans: Three Daughters of China,Jung Chang,4.26,eng
2657,The Wild Swans,Peg Kerr,3.67,eng
2658,Women in Love,D.H. Lawrence,3.67,eng
2659,Women Who Love Too Much,Robin Norwood,4.02,eng
2660,Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why,Susan Forward/Joan Torres,4.09,eng
2661,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng
2662,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,eng
2663,A Walk in the Woods (Stickerific),Walt Disney Company,3.5,eng
2664,The Fortress of Solitude,Jonathan Lethem,3.88,eng
2665,Fortress of Solitude / The Devil Genghis,Kenneth Robeson/Lester Dent,3.99,eng
2666,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,eng
2667,Difficult Loves,Italo Calvino,3.94,eng
2668,The Nonexistent Knight & The Cloven Viscount,Italo Calvino,4.03,eng
2669,The View from Castle Rock,Alice Munro,3.68,eng
2670,The View From Castle Rock,Alice Munro,3.68,eng
2671,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,4.16,eng
2672,Oh Rats! The Story of Rats and People,Albert Marrin/C.B. Mordan,3.77,eng
2673,King Rat (Asian Saga  #4),James Clavell,4.14,eng
2674,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea/Mark Wahlberg",3.51,eng
2675,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,eng
2676,Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami/Ellen Archer/Patrick Lawlor,3.84,eng
2677,Blind Willow  Sleeping Woman,Haruki Murakami/Philip Gabriel/Jay Rubin,3.84,eng
2678,The Bookseller of Kabul,Åsne Seierstad/Ingrid Christopherson,3.77,eng
2679,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,eng
2680,Making Globalization Work,Joseph E. Stiglitz,3.85,eng
2681,Prep : A Novel,Curtis Sittenfeld,3.38,eng
2682,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,eng
2683,The Wizard of Oz,Salman Rushdie/Richard Maltby/Melvyn Bragg,4.0,eng
2684,The Ground Beneath Her Feet,Salman Rushdie,3.79,eng
2685,The Moor's Last Sigh,Salman Rushdie,3.93,eng
2686,Los Versos Satánicos,Salman Rushdie,3.71,spa
2687,Dangling Man,Saul Bellow/Salman Rushdie,3.54,eng
2688,Grimus,Salman Rushdie,3.41,eng
2689,Breakfast at Tiffany's,Truman Capote,3.89,eng
2690,Jesus' Son,Denis Johnson,4.09,eng
2691,Angels,Denis Johnson,3.72,eng
2692,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,eng
2693,The Stars at Noon,Denis Johnson,3.58,eng
2694,The Rules of Attraction,Bret Easton Ellis,3.68,eng
2695,Glamorama,Bret Easton Ellis,3.46,eng
2696,Less Than Zero,Bret Easton Ellis,3.58,eng
2697,A Christmas Memory,Truman Capote,4.24,eng
2698,In Cold Blood,Truman Capote/Bob Colacello,4.07,eng
2699,The Southern Haunting of Truman Capote,James C.    Simmons/Marie Rudisill,3.9,eng
2700,Summer Crossing,Truman Capote,3.44,eng
2701,Answered Prayers,Truman Capote,3.49,eng
2702,The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,eng
2703,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor/El Hagahn,4.31,eng
2704,Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,eng
2705,Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut Jr.,3.46,eng
2706,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,eng
2707,The Cement Garden,Ian McEwan,3.54,eng
2708,Atonement,Ian McEwan,3.9,eng
2709,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great/Gertrud Jaron Lewis,3.43,eng
2710,Gertrud,Hermann Hesse,3.85,ger
2711,Der Prozess,Franz Kafka,3.98,ger
2712,Naokos Lächeln,Haruki Murakami/Ursula Gräfe,4.03,ger
2713,The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,eng
2714,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,eng
2715,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,3.91,eng
2716,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,eng
2717,Oracle Night,Paul Auster,3.78,eng
2718,Eleanor Rigby,Douglas Coupland,3.65,eng
2719,Homo Faber,Max Frisch,3.74,eng
2720,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,ger
2721,Homo faber: Ein Bericht.,Max Frisch,3.74,ger
2722,The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.89,eng
2723,Being and Nothingness,Jean-Paul Sartre/Hazel E. Barnes/Mary Warnock/Richard Eyre,3.96,eng
2724,The Age of Reason,Jean-Paul Sartre,3.98,eng
2725,Die Entdeckung der Langsamkeit,Sten Nadolny,3.95,ger
2726,Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,eng
2727,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.1,eng
2728,Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,3.48,eng
2729,Flags of Our Fathers,James D. Bradley/Ron Powers,4.19,eng
2730,Flags of Our Fathers: A Young People's Edition,Michael R. French/Ron Powers/James D. Bradley,4.17,eng
2731,A Long Way Down,Nick Hornby,3.42,eng
2732,Clockwork (Cover to Cover),Philip Pullman,3.87,eng
2733,Mary Queen of Scots,Antonia Fraser,4.05,eng
2734,Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.04,eng
2735,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.25,eng
2736,River of Blue Fire (Otherland  #2),Tad Williams,4.02,eng
2737,Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.83,eng
2738,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,eng
2739,Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.72,eng
2740,Queen of Scots: The True Life of Mary Stuart,John Guy,3.93,eng
2741,The Last Wife of Henry VIII,Carolly Erickson,3.89,eng
2742,The Children of Henry VIII,Alison Weir,4.05,eng
2743,The Last Days of Henry VIII,Robert Hutchinson,4.14,eng
2744,The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.26,eng
2745,Henry VIII (Shakespeare  Pelican),William Shakespeare/Stephen Orgel,3.54,eng
2746,The Memoirs of Cleopatra,Margaret George,4.18,eng
2747,Saint George and the Dragon,Margaret Hodges/Trina Schart Hyman,4.18,eng
2748,Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,eng
2749,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami/Nora Bierich,3.8,ger
2750,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,eng
2751,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,eng
2752,The Last of Her Kind,Sigrid Nunez,3.72,eng
2753,Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.94,eng
2754,The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4.0,eng
2755,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris/Stephen Colbert/Paul Dinello,3.58,eng
2756,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,4.18,eng
2757,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,eng
2758,Venac sonetnih venaca; Puževa srma,Dobrica Erić,0.0,srp
2759,View With a Grain of Sand: Selected Poems,Wisława Szymborska/Stanisław Barańczak/Clare Cavanagh,4.33,eng
2760,View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,eng
2761,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,eng
2762,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,4.36,eng
2763,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,eng
2764,Jane Eyre,Charlotte Brontë/Michael Mason,4.12,eng
2765,The Far Pavilions,M.M. Kaye,4.21,eng
2766,Death in Kashmir,M.M. Kaye,3.95,eng
2767,The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.22,eng
2768,Death in the Andamans,M.M. Kaye,3.93,eng
2769,Death in Berlin,M.M. Kaye,3.89,eng
2770,The Far Pavilions,M.M. Kaye,4.21,eng
2771,Enchanted Evening,M.M. Kaye,4.38,eng
2772,Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer/Amartya Sen,4.25,eng
2773,Infections and Inequalities: The Modern Plagues,Paul Farmer,4.09,eng
2774,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,eng
2775,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,eng
2776,Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam/Jim Marrs,3.92,eng
2777,The Art of Richard P. Feynman,Michelle Feynman,4.31,eng
2778,The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith/Patrick D. Miller,4.03,eng
2779,Haiti  History  and the Gods,Joan Dayan/Colin Dayan,3.95,eng
2780,Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.72,eng
2781,The World's Religions,Huston Smith,4.07,eng
2782,Introduction to World Religions,Christopher Partridge,3.78,eng
2783,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4.0,eng
2784,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,eng
2785,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,eng
2786,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,eng
2787,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.67,eng
2788,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,eng
2789,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,eng
2790,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,4.3,eng
2791,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,eng
2792,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.87,eng
2793,Where the Red Fern Grows with Connections,Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson,4.37,eng
2794,Summer of the Monkeys,Wilson Rawls,4.03,eng
2795,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.88,eng
2796,Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,3.22,eng
2797,Doctor Who: Cat's Cradle-Witch Mark,Andrew    Hunt,3.22,eng
2798,Doctor Who: Cat's Cradle-Warhead,Andrew Cartmel,3.51,eng
2799,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt/Liz Tuccillo,3.66,eng
2800,Do Not Open This Book,Michaela Muntean/Pascal Lemaître,3.9,eng
2801,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger/Julie Kaufmann,3.78,eng
2802,Hands Are Not for Hitting (Ages 4-7),Martine Agassi/Marieka Heinlen,4.04,eng
2803,Not So Big House,Sarah Susanka/Kira Obolensky,4.07,eng
2804,Rodinsky's Room,Rachel Lichtenstein/Iain Sinclair,3.85,eng
2805,The Rough Guide to Cuba 3,Fiona McAuslan/Matthew  Norman,3.82,eng
2806,Cuba: A New History,Richard Gott,4.06,eng
2807,Cuba 15,Nancy Osa,3.45,eng
2808,Cuba (Jake Grafton #7),Stephen Coonts,3.82,eng
2809,The Memory Keeper's Daughter,Kim Edwards,3.67,eng
2810,Too Far to Go: The Maples Stories,John Updike,4.02,eng
2811,Far to Go (Margaret Thursday  #2),Noel Streatfeild,3.81,eng
2812,The Children on the Top Floor,Noel Streatfeild,3.79,eng
2813,Desolation Angels,Jack Kerouac/Joyce Johnson,3.93,eng
2814,Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,eng
2815,The New Whole Foods Encyclopedia: A Comprehensive Resource for Healthy Eating,Rebecca  Wood/Paul Pitchford,4.2,eng
2816,The Discomfort Zone: A Personal Journey,Jonathan Franzen,3.4,eng
2817,The Parrot's Lament  and Other True Tales of Animal Intrigue  Intelligence  and Ingenuity,Eugene Linden,3.93,eng
2818,Postscript to the Name of the Rose,Umberto Eco,4.05,eng
2819,El nombre de la rosa,Umberto Eco,4.12,spa
2820,Baby Names for Dummies,Margaret  Rose/Heather Rose Jones,3.32,eng
2821,The Mysterious Flame of Queen Loana,Umberto Eco/Geoffrey Brock,3.35,eng
2822,History of Beauty,Umberto Eco/Girolamo De Michele/Alastair McEwen/Agnolo di Cosimo Bronzino,3.78,eng
2823,Baudolino,Umberto Eco/William Weaver/R.C.S. Libri,3.74,eng
2824,Travels in Hyperreality,Umberto Eco/John Radziewicz/William Weaver,3.89,eng
2825,How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,3.85,eng
2826,A Theory of Semiotics,Umberto Eco,4.01,eng
2827,Art and Beauty in the Middle Ages,Umberto Eco/Hugh Bredin,3.99,eng
2828,Mouse or Rat?: Translation as Negotiation,Umberto Eco,3.8,eng
2829,The Role of the Reader: Explorations in the Semiotics of Texts,Umberto Eco,4.06,eng
2830,Libraries,Candida Höfer/Umberto Eco,4.28,eng
2831,The Art of War,Sun Tzu/Thomas Cleary/Pulat Otkan/Giray Fidan,3.97,eng
2832,Sun Tzu: The Art of War for Managers; 50 Strategic Rules,Sun Tzu/Gerald A. Michaelson,3.8,eng
2833,The Art of War,Sun Tzu/Ralph D. Sawyer,3.97,eng
2834,The Lost Continent:  Travels in Small-town America,Bill Bryson,3.83,eng
2835,Made in America: An Informal History of the English Language in the United States,Bill Bryson,3.91,eng
2836,Ulysses,James Joyce/Declan Kiberd,3.73,eng
2837,The Long-Lost Map (Ulysses Moore #2),Pierdomenico Baccalario/Iacopo Bruno/Leah D. Janeczko,4.0,eng
2838,The Wicked Wit of Charles Dickens,Shelley Klein/Charles Dickens,3.55,eng
2839,The Three Musketeers,Alexandre Dumas/Barbara T. Cooper,4.07,eng
2840,The Three Musketeers,Alexandre Dumas/Michael Page,4.07,eng
2841,The Three Musketeers (Great Illustrated Classics),Malvina G. Vogel/Alexandre Dumas,4.08,eng
2842,The Three Musketeers (The d'Artagnan Romances. #1),Alexandre Dumas/Keith Wren,4.07,eng
2843,Lisey's Story,Stephen King,3.68,eng
2844,King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,King Arthur Flour,4.13,eng
2845,King Dork (King Dork  #1),Frank Portman,3.56,eng
2846,A Clash of Kings  (A Song of Ice and Fire  #2),George R.R. Martin,4.41,eng
2847,The Colorado Kid,Stephen King,3.32,eng
2848,Stationary Bike,Stephen King/Ron McLarty,3.54,eng
2849,Everything's Eventual: 14 Dark Tales,Stephen King,3.97,eng
2850,The Mist,Stephen King/ZBS Foundation,3.95,eng
2851,Pet Sematary,Stephen King,3.98,eng
2852,Insomnia,Stephen King/Bettina Blanch Tyroller,3.82,spa
2853,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.0,eng
2854,The Man in the Black Suit: 4 Dark Tales,Stephen King/Ana Juan/John Cullum/Becky Ann Baker/Íñigo Jáuregui/Peter Gerety/Arliss Howard,3.78,eng
2855,The Shining,Stephen King/Campbell Scott,4.22,eng
2856,Stephen King: America's Best-Loved Boogeyman,George Beahm,3.78,eng
2857,The Illustrated Stephen King Trivia Book,Brian James Freeman/Bev Vincent/Glenn Chadbourne,4.23,eng
2858,Gray Matter and Other Stories from Night Shift,Stephen King/John  Glover,3.93,eng
2859,Cujo,Stephen King,3.71,spa
2860,Thinner,Richard Bachman/Stephen King,3.71,eng
2861,Stephen King from A to Z: An Encyclopedia of His Life and Work,George Beahm,3.83,eng
2862,Black House (The Talisman  #2),Stephen King/Peter Straub,4.01,eng
2863,The Stephen King Universe: A Guide to the Worlds of the King of Horror,Stanley Wiater/Christopher Golden/Hank Wagner,4.15,eng
2864,Night Shift,Stephen King,4.0,eng
2865,Misery,Stephen King,4.16,eng
2866,The Bachman Books,Richard Bachman/Stephen King,4.11,eng
2867,Misery,Stephen King/María Mir,4.16,spa
2868,Carrie,Stephen King,3.96,eng
2869,"Four Past Midnight: Featuring ""The Langoliers""",Stephen King,3.93,eng
2870,Christine,Stephen King/Marie Milpois,3.77,fre
2871,Sam Walton: Made In America,Sam Walton/John Huey,4.15,eng
2872,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,4.11,eng
2873,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,eng
2874,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,eng
2875,Losers: The Road to Everyplace But the White House,Michael   Lewis,3.87,eng
2876,Next: The Future Just Happened,Michael   Lewis,3.67,eng
2877,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,eng
2878,Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press)  #11),Andreas J. Köstenberger/Peter T. O'Brien,3.93,eng
2879,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,Robert D. Kaplan,4.12,eng
2880,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.19,eng
2881,When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,4.19,eng
2882,The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,3.94,eng
2883,Pearl and Wagner: Three Secrets,Kate McMullan/Janet Allison Brown/R.W. Alley,3.84,eng
2884,A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),Simon Schama,4.06,eng
2885,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,eng
2886,O Historiador,Elizabeth Kostova,3.78,por
2887,Kim,Rudyard Kipling/Jeffrey Meyers,3.72,eng
2888,Birds Without Wings,Louis de Bernières,4.16,eng
2889,God Knows,Joseph Heller,3.8,eng
2890,Picture This,Joseph Heller,3.68,eng
2891,Closing Time,Joseph Heller,3.02,eng
2892,Good as Gold,Joseph Heller,3.36,eng
2893,Something Happened,Joseph Heller,3.52,eng
2894,Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,eng
2895,The Moviegoer,Walker Percy,3.68,eng
2896,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,3.53,eng
